ClassName,ID,English_Original,Vietnamese_Current
OptionDescr,xanaDrainSkidAttacksDESCR,Probability to use the Scyphozoa to attack the skidbladnir in the Skid Garage and steal energy through it,Probability to use the Scyphozoa to attack the skidbladnir in the Skid Garage and steal nang luong through it
OptionDescr,xanaDrainCoreAttacksDESCR,Probability to use the Scyphozoa to attack the core and steal energy through it,Probability to use the Scyphozoa to attack the core and steal nang luong through it
OptionDescr,xanaCorruptedCoreAttacksDESCR,Probability to use the Anthozoa to attack the core and corrupt lyoko through it,Xác suất sử dụng Anthozoa để tấn công lõi và làm nhiễm độc Lyoko thông qua đó.
OptionDescr,xanaGuardianUseDESCR,Probability to use the Guardian (paralyze a Lyokowarrior and make it unlocalizable),Xác suất sử dụng Kẻ bảo vệ (làm tê liệt một chiến binh Lyoko và khiến họ không thể định vị).
OptionDescr,xanaPolymorphUseDESCR,Probability to use the Polymorphic Clone (fight Lyokowarriors and morph into dark ones),Xác suất sử dụng Bản sao biến hình (chiến đấu với các chiến binh Lyoko và biến thành bản sao bóng tối).
OptionDescr,xanaKolossusUseDESCR,"Probability to use the Kolossus (fight lyokowarriors and attack the skidbladnir, only on Replikas)","Xác suất sử dụng Kolossus (chiến đấu với các chiến binh Lyoko và tấn công Skidbladnir, chỉ có trên các Replika)."
OptionDescr,xanaKalamarUseDESCR,Probability to use the Kalamar (attack the skidbladnir in the digital sea),Xác suất sử dụng Kalamar (tấn công Skidbladnir trong biển kỹ thuật số).
OptionDescr,xanaAnthozoaUseDESCR,Probability to use the Anthozoa (attack the skidbladnir in the digital sea and corrupt hubs),Xác suất sử dụng Anthozoa (tấn công Skidbladnir trong biển kỹ thuật số và làm nhiễm độc các cổng kết nối).
OptionDescr,xanaSeaTrapDESCR,Probability to use a Sea Trap (caught skidbladnir in the digital sea),Xác suất sử dụng Bẫy biển (bắt giữ Skidbladnir trong biển kỹ thuật số).
OptionDescr,xanaDigitalSeaRiseDESCR,Probability to rise up the digital sea in the sectors,Probability to rise up the digital sea in the khu vucs
OptionDescr,xanaDoubleTowerDESCR,Probability to create fake tower to trap Lyokowarriors,Probability to create fake thap to trap Lyokowarriors
OptionDescr,xanaReplikaTranslateEnemiesDESCR,-,-
OptionDescr,xanaPreserveMonstersDESCR,Retains monsters (even inactive ones) after all Xana towers have been deactivated.,Retains quai vat (even inactive ones) after all Xana thaps have been deactivated.
OptionDescr,dnaAlterationsDESCR,Probability for Lyokowarriors's DNA to be altered during virtualization,Probability for Lyokowarriors's DNA to be altered during ao hoa
OptionDescr,dnaAlterationFusionDESCR,Lyokowarrior's DNA can be fused with animal hair left on clothing,DNA của các chiến binh Lyoko có thể bị dung hợp với lông động vật dính trên quần áo.
OptionDescr,dnaAlterationConfusionDESCR,Lyokowarrior's DNA can be confused for that of another,DNA của một chiến binh Lyoko có thể bị nhầm lẫn với người khác.
OptionDescr,dnaAlterationInversionDESCR,Lyokowarrior's DNA can be inverted for that of another,DNA của một chiến binh Lyoko có thể bị hoán đổi với người khác.
OptionDescr,dnaAlterationDissociationDESCR,Aelita's DNA can be dissociated,DNA của Aelita có thể bị phân tách.
OptionDescr,defectiveOSDESCR,"Probablity for the interface of the SC to shutdown, requiring manual reboot through the laptop.","Xác suất giao diện của siêu máy tính bị sập, yêu cầu khởi động lại thủ công bằng laptop."
OptionDescr,virtBugsDESCR,"Probability for virtualization system to bug, making the lyokowarriors to appear at random places","Probability for ao hoa he thong to bug, making the lyokowarriors to appear at random places"
OptionDescr,futureFlashDESCR,"Randomly activates during battle when Odd has one ally or less. 
Makes him vulnerable for 1 turn in exchange for 2 free turns afterwards.",Tự động kích hoạt ngẫu nhiên trong trận chiến khi Odd chỉ còn từ một đồng minh trở xuống. Làm cho Odd dễ bị tổn thương trong 1 lượt để đổi lấy 2 lượt đi tự do sau đó.
OptionDescr,towerScanProgramDESCR,Program used to scan tower activity,Chương trinh used to scan thap activity
OptionDescr,overvInstalledDESCR,Overvehicles installed in the supercomputer's memory on startup.,Overvehicles installed in sieu may tinh's memory on startup.
OptionDescr,isWIP_old,[ WORK IN PROGRESS ],[ WORK IN PROGRESS ]
OptionDescr,isWIP,[ REALWORLD INTERACTION NOT YET AVAILABLE ],[ REALWORLD INTERACTION KHÔNGT YET KHA DỪNG ]
OptionDescr,groupgmapAtk,"The attack acts as a countdown to disaster.
It can be slowed down by giving an ally the laptop to connect to Kadic's antenna.",Cuộc tấn công đóng vai trò như một đồng hồ đếm ngược dẫn đến thảm họa. Nó có thể bị làm chậm bằng cách đưa laptop cho một đồng minh để kết nối với ăng-ten của Kadic.
OptionDescr,grouplabAtkWIP,"The attack act as a countdown towards disaster.
It cannot be slowed down. 
It can delay (or block) the arrival of Lyokowarriors to the factory.","The attack act as a countdown towards disaster.
It cannot be slowed down. 
It can delay (or block) the arrival of Lyokowarriors to nha may."
OptionDescr,grouplabAtk,"The attacker is trying to reach the lab.
Block the elevator and/or keep an ally in the lab to create a diversion and wake you up if you're knocked out.","The attacker is trying to reach phong thi nghiem.
Block the elevator and/or keep an ally in phong thi nghiem to create a diversion and wake you up if you're knocked out."
OptionDescr,grouphasSubSelector,Hold down the option to open the sub-options.,Hold down the option to mo the sub-options.
OptionDescr,addAchallengeDESCR,add a new challenge,Thêm một thử thách mới.
OptionDescr,challengeDESCR,challenge:,Thử thách:
OptionDescr,aelitaLifeOnStartupDESCR,Aelita's state on startup,Trạng thái của Aelita khi bắt đầu trò chơi
OptionDescr,oddOnStartupDESCR,Odd's state on startup,Trạng thái của Odd khi bắt đầu trò chơi
OptionDescr,ulrichOnStartupDESCR,Ulrich's state on startup,Trạng thái của Ulrich khi bắt đầu trò chơi
OptionDescr,yumiOnStartupDESCR,Yumi's state on startup,Trạng thái của Yumi khi bắt đầu trò chơi
OptionDescr,williamOnStartupDESCR,William's state on startup,Trạng thái của William khi bắt đầu trò chơi
OptionDescr,teamMissionPosDESCR,"position of the team on mission start
4: Skid
3: Fifth sector
2: Random sector
1: Scanners room","position of the team on mission start
4: Skid
3: Fifth khu vuc
2: Random khu vuc
1: Máy quéts room"
OptionDescr,teamMissionPosNo5DESCR,"position of the team on mission start
3: Skid
2: Random sector
1: Scanners room","position of the team on mission start
3: Skid
2: Random khu vuc
1: Máy quéts room"
OptionDescr,teamMissionPosNoSkidDESCR,"position of the team on mission start
3: Fifth sector
2: Random sector
1: Scanners room","position of the team on mission start
3: Fifth khu vuc
2: Random khu vuc
1: Máy quéts room"
OptionDescr,teamMissionPosNoSkidNo5DESCR,"position of the team on mission start
2: Random sector
1: Scanners room","position of the team on mission start
2: Random khu vuc
1: Máy quéts room"
OptionDescr,skidOnStartupNoDESCR,"4: Digital Sea (random)
3: Replika (random between discovered ones)
2: Lyoko (random)
1: Garage Skid / 5th Sector","4: Digital Sea (random)
3: Replika (random between discovered ones)
2: Lyoko (random)
1: Garage Skid / 5th Khu vực"
OptionDescr,skidOnStartupDESCR,The Skidbladnir is built on game start,Skidbladnir được chế tạo sẵn khi bắt đầu trò chơi.
OptionDescr,replikaDiscoveredDESCR,A replika is discovered on game start,Một Replika được phát hiện khi bắt đầu trò chơi.
OptionDescr,hiddenHyperscanReplikasDESCR,Some replikas cannot be detected by Hyperscan.,Một số Replika không thể bị phát hiện bởi Hyperscan.
OptionDescr,franzHopperAliveDESCR,"Franz Hopper can:
-save Aelita if she falls in the digital sea
-help you decypher his diary","Franz Hopper có thể:
- Cứu Aelita nếu cô ấy rơi xuống biển kỹ thuật số
- Giúp bạn giải mã nhật ký của ông ấy"
OptionDescr,earthTroublesDESCR,Probability for Lyokowarriors to be blocked by someone on Earth (can be freed with voice modifier),Probability for Lyokowarriors to be bda khoa by someone on Earth (can be freed with voice modifier)
OptionDescr,costumesDESCR,"Costumes state on startup
(cosmetic impact only)","Cóstumes state on startup
(cosmetic impact only)"
OptionDescr,parenthesisModeDESCR,"The mode allows to use parenthesis instead of dots when entering commands, example:
superscan(desert)(1)
rather than
superscan.desert.1","Chế độ này cho phép sử dụng dấu ngoặc đơn thay vì dấu chấm khi nhập lệnh, ví dụ:
superscan(desert)(1)
thay vì
superscan.desert.1"
OptionDescr,camShakeElevatorDESCR,Enables the camera shaking while player is inside moving elevator.,Cho phép rung màn hình khi người chơi ở trong thang máy đang di chuyển.
OptionDescr,displayReadmeShallPauseGameDESCR,Enables pausing the game when help is opened.,Enables pausing the game when help is moed.
OptionDescr,customGameTooltipsDESCR,"Enables tooltips to show up in custom game mode.
If disabled, all tooltips are removed or reduced to the minimum amount of informations required.

Readme tooltips are not concerned by this option.","Enables tooltips to show up in custom game mode.
If da vo hieu hoa, all tooltips are removed or reduced to the minimum amount of informations required.

Readme tooltips are not concerned by this option."
OptionDescr,coreWinAnimDESCR,Enables the video animation in 5th Sector Core window. You can disable it if you experience lag.,Enables the video animation in 5th Khu vực Córe window. You can disable it if you experience lag.
OptionDescr,resetProfileDESCR,"Reset player profile (pseudo, number of games, unlocked chapters, custom game tutorials completed...)","Đặt lại hồ sơ người chơi (tên giả, số lượng trò chơi, các chương đã mở khóa, các hướng dẫn trò chơi tự chọn đã hoàn thành...)"
OptionDescr,resetOptionsDESCR,Reset all saved parameters and options of custom game,Đặt lại tất cả các thông số và tùy chọn đã lưu của trò chơi tự chọn
OptionDescr,resetWindowsPosDESCR,Reset saved windows positions to their default values,Đặt lại vị trí của các cửa sổ đã lưu về giá trị mặc định
OptionDescr,screenFolderDESCR,Opens the folder of screenshots made during the course of a game.,Mởs the folder of screenshots made during the course of a game.
OptionDescr,screenFolderMacDESCR,"Opens the folder of screenshots made during the course of a game.
If not working, open the folder manually in /Users/yourname/CodeLyokoGames/...","Mởs the folder of screenshots made during the course of a game.
If not working, mo the folder manually in /Users/yourname/CódeLyokoGames/..."
OptionDescr,motionBlurDESCR,Enable motion blur for virtual map - WARNING: Crash may occur on some graphic cards,Enable motion blur for virtual map - CANH BAO: Crash may occur on some graphic cards
OptionDescr,skidForceLoc_OnExitRKDESCR,"VMap will automatically locate the skid after it exits a replika, even if the skid was not selected in the first place.","VMap will automatically locate the skid after it exits a replika, even if the skid was not choned in the first place."
OptionDescr,skidForceLoc_OnExitSEADESCR,"VMap will automatically locate the skid after it enters a virtual world, even if the skid was not initially selected.","VMap will automatically locate the skid after it enters a virtual world, even if the skid was not initially choned."
OptionDescr,autoCloseTransfDESCR,Transfer bar will automatically move down when opening up link window.,Chuyen giao bar will automatically move down when moing up link window.
OptionDescr,autoCloseLinkDESCR,Link window will automatically close when devirt and virt are completed.,Cửa sổ liên kết sẽ tự động đóng khi quá trình ảo hóa hoặc hủy ảo hóa hoàn tất.
OptionDescr,autoCloseNavskidDESCR,Navskid window will automatically close when energyzing its LW inside.,Navskid window will automatically close when nang luongzing its LW inside.
OptionDescr,subtitlesDESCR,Enable subtitles during dubbed 2D cinematics,Bật phụ đề trong các đoạn phim cắt cảnh 2D được lồng tiếng
OptionDescr,timeMarkerNotifsDESCR,Enable center screen notifications when a new time marker is added in the agenda,Bật thông báo giữa màn hình khi một mốc thời gian mới được thêm vào lịch trình
OptionDescr,fpsRamCounterDESCR,"Enable 'Graphy', the fps and ram counter","Bật 'Graphy', bộ hiển thị chỉ số fps và ram"
OptionDescr,bookTextHelperDESCR,Displays a more-readable text when hovering important information in books.,Hiển thị văn bản dễ đọc hơn khi di chuột qua thông tin quan trọng trong sách.
OptionDescr,keepCmdInTerminalDESCR,Keep command in terminal when user makes an error,Keep command in terminal when user makes an loi
OptionDescr,yellowWarningDisplayDESCR,Displays (yellow) warnings in the terminal or in a dedicated window,Displays (yellow) canh baos in the terminal or in a dedicated window
OptionDescr,autoRotateVmapDESCR,"After a few seconds of inactivity, the virtual map camera will automatically start rotating around the selected target.","After a few seconds of inactivity, the virtual map camera will automatically start rotating around the choned muc tieu."
OptionDescr,autoComCardVmapDESCR,"Upon clicking LWs in vmap, their comcards automatically opens.","Upon nhap vaoing LWs in vmap, their comcards automatically mos."
OptionDescr,sizeInterfacesDESCR,Change the base size of the windows in interfaces,Thay đổi kích thước cơ bản của các cửa sổ trong giao diện
OptionDescr,dataSecurityDESCR,Manage the sending of anonymous data to improve the game,Quản lý việc gửi dữ liệu ẩn danh để cải thiện trò chơi
OptionDescr,voicesLangageDESCR,Change character's voice langage,Thay đổi ngôn ngữ giọng nói của nhân vật
OptionDescr,gameBalanceDESCR,"Level of difficulty for Lyoko battles, and countdown timers in interface programs.",Cân bằng độ khó giữa các thành phần của trò chơi.
OptionDescr,battleTimerSpeedDESCR,"A higher speed is more difficult, you can stall battle less and have to make quick decisions.","Tốc độ cao hơn sẽ khó hơn, bạn sẽ ít trì hoãn trận chiến hơn và phải đưa ra quyết định nhanh chóng."
OptionDescr,macrocodeRulesExceptionsDESCR,Exceptions adds complexity to the macrocoding system. Enable it only if you like puzzles and riddles!,Cho phép bỏ qua một số quy tắc cú pháp khi gõ macrocode.
OptionDescr,countdownDesignDESCR,Enable the window variation of carthage's key in sector 5.,Enable the window variation of carthage's key in khu vuc 5.
OptionDescr,pleinEcranDESCR,Choice between windowed and fullscreen mode,Chơice between windowed and fullscreen mode
OptionDescr,holomapNoiseDESCR,Holomap noise while screen is focused on the supercomputer interface,Holomap noise while screen is focused on sieu may tinh interface
OptionDescr,xanaSleep,"Xana is in sleep and cannot take the initiative to attack without your intervention.
$Warning: Xana can still counter attack or react to your actions.","Xana is in sleep and cannot take the initiative to attack without your intervention.
$Cảnh báo: Xana can still counter attack or react to your actions."
OptionDescr,OLD_timeBeforeXanaAttacksDESCR,"Time before Xana can attack the core of Lyoko, the Earth or send new monsters to Skid.$Warning: Xana can still counter attack or use its monsters left to re-attack the skid.","Time before Xana can attack the core of Lyoko, the Earth or send new quai vat to Skid.$Cảnh báo: Xana can still counter attack or use its quai vat left to re-attack the skid."
OptionDescr,OLD_timeBeforeRevirtDESCR,Time before LyokoWarriors can be revirtualized without serious issues.,Time before LyokoWarriors can be reda ao hoa without serious issues.
OptionDescr,OLD_timeBeforeRebootDESCR,Time before the reboot program can be recompiled.,Time before the reboot chuong trinh can be recompiled.
OptionDescr,OLD_timeBeforeRttpDESCR,Time before the return to the past program can be recompiled.,Time before the return to the past chuong trinh can be recompiled.
OptionDescr,OLD_timeBeforeMultiScanDESCR,Time before the simultaneous tower activation program (multiscan) can be recompiled.,Time before the simultaneous thap activation chuong trinh (multiscan) can be recompiled.
OptionDescr,OLD_timeBeforeVehiclesDESCR,Time before the overvehicles programs can be recompiled.,Time before the overvehicles chuong trinhs can be recompiled.
OptionDescr,OLD_waitTimeDESCR,Click here to wait until the next custom or auto alarm (superscan etc...) alert happens,Nhap vao here to wait until the next custom or auto alarm (superscan etc...) alert happens
OptionNames,creerPar,created by,created by
OptionNames,storyMode,Story Mode,Chế độ cốt truyện
OptionNames,storyModeMain,Main Story,Main Story
OptionNames,storyModeCarthageOLD,Carthage Story,Carthage Story
OptionNames,storyModeCarthage,Project Carthage,Project Carthage
OptionNames,customMode,Custom Mode,Chế độ tự chọn
OptionNames,customModeCreate,New Game,New Game
OptionNames,$presetDefaultB,Basic parameters,Basic parameters
OptionNames,$presetModifiedB,Modified parameters,Mởdified parameters
OptionNames,$presetDefault,By Default,By Default
OptionNames,$presetModified,Modified,Mởdified
OptionNames,customconfig,Custom config,Custom config
OptionNames,THOÁT,quit,THOÁT GAME
OptionNames,credits,credits,Danh sách thực hiện
OptionNames,quitterp,quit game,Thoát game
OptionNames,startGame,start,start
OptionNames,back,back,QUAY LẠI
OptionNames,connexionLyokoauto,auto Lyoko Connection,auto Lyoko Cónnection
OptionNames,connexionCarthageauto,auto Carthage Connection,auto Carthage Cónnection
OptionNames,configtype,config. type,config. type
OptionNames,configgeneral,config. generale,config. generale
OptionNames,configxana,config. xana,config. xana
OptionNames,autoConnexionLC,auto connection,auto connection
OptionNames,autoConnexionLyoko,auto connection lyoko,auto connection lyoko
OptionNames,autoConnexionCoeurVirtuel,auto connection virtual heart,auto connection virtual heart
OptionNames,display,display,Hiển thị
OptionNames,accessibility,accessibility,Hỗ trợ
OptionNames,dataSecurity,anonymous data,anonymous data
OptionNames,vmapSkid,vmap skid,vmap skid
OptionNames,automatedSystems,automated systems,Hệ thống tự động
OptionNames,playerProfile,player profile,Hồ sơ người chơi
OptionNames,mapping,controls,Điều khiển
OptionNames,controlUp,up,up
OptionNames,controlDown,down,down
OptionNames,controlRight,right,right
OptionNames,controlLeft,left,left
OptionNames,controlRun,run,run
OptionNames,controlCrouch,crouch,crouch
OptionNames,controlLeave,exit screen,exit screen
OptionNames,controlInteract,interact,interact
OptionNames,controlInventory,inventory,inventory
OptionNames,fullscreen,Fullscreen,Fullscreen
OptionNames,countdownDesign,Countdown variation,Cóuntdown variation
OptionNames,quality,quality,quality
OptionNames,motionBlur,motion blur,motion blur
OptionNames,subtitles,subtitles,subtitles
OptionNames,skidForceLoc_OnExitRK,self-localization on replika exit,self-localization on replika exit
OptionNames,skidForceLoc_OnExitSEA,self-localization on sea exit,self-localization on sea exit
OptionNames,autoCloseTransf,self-closing transfer bar,self-closing transfer bar
OptionNames,autoCloseLink,self-closing link window,self-closing link window
OptionNames,autoCloseNavskid,self-closing navskid window,self-closing navskid window
OptionNames,timeMarkerNotifs,agenda notifications,agenda notifications
OptionNames,bookTextHelper,book reading help,book reading help
OptionNames,keepCmdInTerminal,keep erroneous commands,keep erroneous commands
OptionNames,yellowWarningDisplay,warnings display type,canh baos display type
OptionNames,autoRotateVmap,self-rotating vmap,self-rotating vmap
OptionNames,autoComCardVmap,self-opening comcards,self-moing comcards
OptionNames,sizeInterfaces,interface sizes,interface sizes
OptionNames,fpsRamCounter,fps / ram counter,fps / ram counter
OptionNames,realcamSensibility,camera sensitivity,camera sensitivity
OptionNames,camSensibility,vmap camera sensitivity,vmap camera sensitivity
OptionNames,vmapMotionBlur,vmap motion blur,vmap motion blur
OptionNames,holomapNoise,holomap noise (interface),holomap noise (interface)
OptionNames,masterVolume,main volume,main volume
OptionNames,musicVolume,music volume,music volume
OptionNames,sfxVolume,sfx volume,sfx volume
OptionNames,voicesLangage,voices,voices
OptionNames,voiceVolume,voice volume,voice volume
OptionNames,voiceLangage,voice language,Ngôn ngữ giọng nói
OptionNames,textLangage,text language,Ngôn ngữ văn bản
OptionNames,audio,audio,Âm thanh
OptionNames,language,language,Ngôn ngữ
OptionNames,parenthesisMode,parenthesis mode,parenthesis mode
OptionNames,camShakeElevator,elevator camera shake,elevator camera shake
OptionNames,displayReadmeShallPauseGame,help pause mode,help pause mode
OptionNames,customGameTooltips,show tooltips,show tooltips
OptionNames,coreWinAnim,animation - core window,animation - core window
OptionNames,resetProfile,reset player profile,reset player profile
OptionNames,resetOptions,reset all options,reset all options
OptionNames,resetWindowsPos,reset windows,reset windows
OptionNames,screenFolder,screenshots,Ảnh chụp màn hình
OptionNames,screenshot,screenshot,screenshot
OptionNames,saveWindows,save windows,save windows
OptionNames,newGame,new game,new game
OptionNames,newGameContinue,continue story...,tiep tuc story...
OptionNames,chapterSelection,chapters selection,Chọn chương
OptionNames,loadaGame,load game,Tải game
OptionNames,loadSave,Load a Save,Tải file lưu
OptionNames,loadAutosave,Load an Autosave,Tải tự động lưu
OptionNames,TIẾP TỤC,Continue,TIẾP TỤC
OptionNames,TÙY CHỌN,TÙY CHỌN,TÙY CHỌN
OptionNames,inventory,inventory,inventory
OptionNames,agenda,agenda,LỊCH TRÌNH
OptionNames,trombinoscope,album,album
OptionNames,timeline,timeline,timeline
OptionNames,siteOfficiel,Official website,Official website
OptionNames,showOptionsInStudy,show options under consideration,show options under consideration
OptionNames,hideOptionsInStudy,hide options under consideration,hide options under consideration
OptionNames,overviewMode,overview,overview
OptionNames,classicviewMode,classic view,classic view
OptionNames,customGameConfig_general,general,Cài đặt chung
OptionNames,customGameConfig_startup,startup,Khởi đầu
OptionNames,customGameConfig_xanaLyoko,xana lyoko,XANA Lyoko
OptionNames,customGameConfig_xanaEarth,xana earth,XANA Trái Đất
OptionNames,customGameConfig_overview,overview,Tổng quan
OptionNames,costumes,virtual outfit,Trang phục ảo
OptionNames,operatorOnStartup,operator,Tổng đài viên
OptionNames,weatherOnStartup,weather,Thời tiết
OptionNames,scInitOnStartup,scInit,Siêu máy tính khởi đầu
OptionNames,difficulty,Difficulty,Độ khó
OptionNames,gameBalance,Difficulty,Độ khó
OptionNames,battleTimerSpeed,Battle Turn Speed,Tốc độ lượt trận đấu
OptionNames,macrocodeRulesExceptions,Macrocode Exceptions,Ngoại lệ quy tắc Macrocode
OptionNames,xanaMonsterMat,materialized monster,da vat chat hoa quai vat
OptionNames,xanaMilitarySat,satellite - lazer,satellite - lazer
OptionNames,xanaDeadlyInterface,deadly interface,deadly interface
OptionNames,xanaMeteor,meteor,meteor
OptionNames,xanaHumanXanatif,xanafication,xanafication
OptionNames,xanaBeastXanatif,dangerous beast,dangerous beast
OptionNames,xanaSwarmXanatif,deadly swarm,deadly swarm
OptionNames,xanaObjectXanatif,cursed object,cursed object
OptionNames,xanaPolymorphicClone,polymorphic clone,polymorphic clone
OptionNames,xanaPoltergeist,poltergeist,poltergeist
OptionNames,xanaZombification,zombification,zombification
OptionNames,xanaWeatherDisaster,weather disaster,weather disaster
OptionNames,xanaElectricSphere,electric sphere,electric sphere
OptionNames,xanaClouds,electric cloud,electric cloud
OptionNames,xanaToxicGaz,toxic gas,toxic gas
OptionNames,xanaMagneticFieldOverload,magnetic field,magnetic field
OptionNames,xanaSismic,earthquakes,earthquakes
OptionNames,xanaZeroGravity,zero gravity,zero gravity
OptionNames,xanaNuclearOverload,power plant overload,power plant overload
OptionNames,xanaSuicideAutobus,suicide bus,suicide bus
OptionNames,xanaRailwayAccident,railway accident,railway accident
OptionNames,xanaFighterAircraft,fighter aircraft,fighter aircraft
OptionNames,rogueMarabounta,rogue marabounta,rogue marabounta
OptionNames,xanaMIB,xanafied man in black,xanafied man in black
OptionNames,xanaTeacher,xanafied teacher,xanafied teacher
OptionNames,xanaStudent,xanafied student,xanafied student
OptionNames,xanaCriminal,xanafied criminal,xanafied criminal
OptionNames,xanaCrows,xanafied crows,xanafied crows
OptionNames,xanaRats,xanafied rats,xanafied rats
OptionNames,xanaWolf,xanafied wolves,xanafied wolves
OptionNames,xanaBoar,xanafied boar,xanafied boar
OptionNames,xanaHornets,xanafied hornets,xanafied hornets
OptionNames,xanaSamuraiArmor,xanafied samurai armor,xanafied samurai armor
OptionNames,xanaFactoryRobot,xanafied factory robot,xanafied nha may robot
OptionNames,xanaMovieRobot,xanafied movie robot,xanafied movie robot
OptionNames,xanaKiwi2,xanafied kiwi 2.0,xanafied kiwi 2.0
OptionNames,aelitaLifeOnStartup,aelita,aelita
OptionNames,oddOnStartup,odd,odd
OptionNames,ulrichOnStartup,ulrich,ulrich
OptionNames,yumiOnStartup,yumi,yumi
OptionNames,williamOnStartup,william,william
OptionNames,lyokoTeamOnStartup,virtualized team,da ao hoa team
OptionNames,earthTeamOnStartup,terrestrial team,terrestrial team
OptionNames,teamMissionPos,team position,team position
OptionNames,franzHopperAliveOLD,franz hopper alive,franz hopper alive
OptionNames,franzHopperAlive,fall rescue,fall rescue
OptionNames,lyokoOnStartup,lyoko,lyoko
OptionNames,lyokoDesertOnStartup,desert,desert
OptionNames,lyokoForestOnStartup,forest,forest
OptionNames,lyokoIceOnStartup,ice,ice
OptionNames,lyokoMountainOnStartup,mountain,mountain
OptionNames,sector5ExtrasOnStartup,5th sector extras,5th khu vuc extras
OptionNames,skidOnStartup,skidbladnir,skidbladnir
OptionNames,replikaDiscovered,replika discovered,replika discovered
OptionNames,hiddenHyperscanReplikas,secret replikas,secret replikas
OptionNames,earthTroubles,earth troubles,earth troubles
OptionNames,dnaFusionV,dna fused,dna fused
OptionNames,virtDevirtCodesCarthage,virt/devirt codes obtained,virt/devirt codes obtained
OptionNames,diaryDecyphered,hopper's diary decyphered,hopper's diary decyphered
OptionNames,infiniteHolidays,infinite holidays,infinite holidays
OptionNames,headTeacher,head teacher,head teacher
OptionNames,classRepresentative,class representative,class representative
OptionNames,xanaFirstAwakening,xana awakening,xana awakening
OptionNames,futureFlash,future flash,future flash
OptionNames,towerScanProgram,towers program,thaps chuong trinh
OptionNames,overvInstalled,overvehicles,overvehicles
OptionNames,dnaAlterations,dna alterations,dna alterations
OptionNames,dnaAlterationFusion,dna fusion,dna fusion
OptionNames,dnaAlterationConfusion,DNA confusion,DNA confusion
OptionNames,dnaAlterationInversion,DNA inversion,DNA inversion
OptionNames,dnaAlterationDissociation,DNA dissociation,DNA dissociation
OptionNames,dnaAlterationEarthCode,earth code bug,earth code bug
OptionNames,virtBugs,virtualization bugs,ao hoa bugs
OptionNames,overvBugs,overvehicles bugs,overvehicles bugs
OptionNames,defectiveOS,defective O.S.,defective O.S.
OptionNames,OLD_xanaVirtManipulation,virtualization manipulation,ao hoa manipulation
OptionNames,OLD_xanaVehicleManipulation,vehicles mater manipulation,vehicles mater manipulation
OptionNames,xanaMonsterQuantity,monster quantity,Số lượng quái vật
OptionNames,xanaReplikaQuantity,replika quantity,Số lượng Replika
OptionNames,xanaEarthAttacks,earth attacks,Tấn công Trái Đất
OptionNames,xanaSectorDestruction,sectors destruction,Phá hủy khu vực
OptionNames,xanaSimultaneousAttacks,simultaneous attacks,Tấn công đồng thời
OptionNames,xanaMonsterCoreAttacks,standard core attack,Tấn công lõi tiêu chuẩn
OptionNames,xanaMonsterSkidAttacks,standard skid attack,Tấn công Skid tiêu chuẩn
OptionNames,xanaDrainSkidAttacks,skid draining attack,Tấn công rút năng lượng Skid
OptionNames,xanaDrainCoreAttacks,core draining attack,Tấn công rút năng lượng lõi
OptionNames,xanaCorruptedCoreAttacks,core corrupted attack,Tấn công lõi bị nhiễm độc
OptionNames,xanaSeaMonsterQuantity,sea monster quantity,Số lượng quái vật biển
OptionNames,xanaScyphozoaXanafie,xanafying scyphozoa,Scyphozoa kiểm soát
OptionNames,xanaScyphozoaSteal,thief scyphozoa,Scyphozoa hút năng lượng
OptionNames,xanaGuardianUse,guardian,Người bảo vệ
OptionNames,xanaPolymorphUse,polymorph,Bản sao biến hình
OptionNames,xanaKolossusUse,kolossus,Kolossus
OptionNames,xanaKalamarUse,kalamar,Kalamar
OptionNames,xanaAnthozoaUse,anthozoa,Anthozoa
OptionNames,xanaSeaTrap,sea trap,Bẫy biển
OptionNames,xanaDigitalSeaRise,digital sea rise,Biển kỹ thuật số dâng cao
OptionNames,xanaDoubleTower,trap tower,Tháp bẫy
OptionNames,xanaReplikaTranslateEnemies,replika translations,Dịch chuyển kẻ địch Replika
OptionNames,xanaPreserveMonsters,monsters preservation,Bảo toàn quái vật
Hints,jeremie_0,Click on the portrait of com-card's window to select the LW and display their current location on the virtual map.,Nhap vao on the portrait of com-card's window to chon the LW and display their current location on the virtual map.
Hints,jeremie_1,Any Lyoko Warrior greyed out on the transfer bar is indefinitely lost.,Any Lyoko Warrior greyed out on the transfer bar is indefinitely lost.
Hints,jeremie_2,"When someone has been saved from the frontier, you must do the devirtualization manually.","When someone has been saved from the frontier, you must do the deao hoa manually."
Hints,jeremie_3,-,-
Hints,jeremie_4,-,-
Hints,aelita_0,Inhibitors protect towers against certain actions. Use 'superscan.inhib' to check their status.,Bo uc che protect thaps against certain actions. Su dung 'superscan.inhib' to check their status.
Hints,aelita_1,The cryptosmasher can disable - among other things - the inhibitors of a tower or the databases of government sites on the web window.,The cryptosmasher can disable - among other things - the bo uc che of a thap or the databases of government sites on the web window.
Hints,aelita_2,Towers 1 and 10 are way towers. They enable Lyoko Warriors to switch between sectors (except for carthage & replikas).,Tháps 1 and 10 are way towers. They enable Lyoko Warriors to switch between khu vucs (except for carthage & replikas).
Hints,aelita_3,-,-
Hints,aelita_4,-,-
